b_1,b_2
CG11257 CG5946 CG7914,186.953946082
FASN1 FASN2,184.905203154
colt,184.67735857
Ho,183.318372692
Ho,183.318372692
CG11089,182.958552046
CG15629 CG3603 CG8888 spidey,180.640423467
CG15629 CG3603 CG8888 spidey,180.640423467
Akr1B CG15629 CG3603 CG8888 spidey,180.640423467
Akr1B CG15629 CG3603 CG8888 spidey,180.640423467
CG15629 CG3603 CG8888 spidey,180.640423467
colt,177.982804322
PCB,175.032664293
Pcyt2 Pcyt1,165.328622313
Pcyt2 Pcyt1,165.328622313
Argk1 Argk2,160.317039001
Argk1 Argk2,160.317039001
Acph-1,154.936056294
Acph-1,154.936056294
Acph-1,154.936056294
Acph-1,154.936056294
Acph-1 CG6656 CG9449,154.936056294
 Ance-3 CG43066  CG43066 GlyT Orct mah CG13794 CG13796 Balat,153.750926371
CG4842 Pdh,153.409607512
CG4842 Pdh,153.409607512
CG4842 Pdh,153.409607512
CG4842 Pdh,153.409607512
Alp1 Alp10 Alp5 Alp6 Alp9 phu,150.435458346
Alp1 Alp10 Alp5 Alp6 Alp9 phu,150.435458346
Alp1 Alp10 Alp5 Alp6 Alp9 phu,150.435458346
CG11089,148.919751666
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
Ldh,147.126671421
Ldh TSG101,147.126671421
Ldh TSG101,147.126671421
colt,146.202908868
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
Ect3,145.928771842
didum,145.887364724
didum,145.887364724
CG13937 CG14024 CG31637 CG9550 Hs2st Hs6st St2 pip sfl St4,144.212206816
Hs2st,144.212206816
CG13937 CG14024 CG31637 CG9550 Hs2st Hs6st St2 pip sfl St4,144.212206816
ScpX,143.86160433
Pdss2 qless,141.118332955
Ipp,140.033749592
Ipp,140.033749592
CG4562 CG7627 MRP,139.864644748
CG4562 CG7627 MRP,139.864644748
CG4562 CG7627 MRP,139.864644748
Ugt50B3,135.641279401
Ugt50B3,135.641279401
Ugt50B3,135.641279401
ACC,134.31145771
pug,132.973282038
Nmdmc pug,132.973282038
pug,132.973282038
PIG-M PIG-X,129.867435093
Inos,124.305760432
Inos,124.305760432
ArgRS,123.916133303
CTPsyn,123.605496137
CTPsyn,123.605496137
Asph,121.504569013
Naprt,120.244361248
MRP,119.988191961
MRP,119.988191961
MRP,119.988191961
MRP,119.988191961
MRP,119.988191961
MRP Rlip,119.988191961
MRP Rlip,119.988191961
r-l,117.930279541
CRAT CROT,116.836608839
shps,115.997850477
shps,115.997850477
Alg1,114.47051694
Shmt,114.420935115
Shmt,114.420935115
Shmt,114.420935115
Shmt,114.420935115
CG42813,113.395063409
Fpps,112.545902171
Fpps,112.545902171
 hrg wisp  Ada2a MTPAP Polr1A Polr1B Polr1C Polr1D Polr1E Polr1H Polr2A Polr2B Polr2C Polr2E Polr2F Polr2G Polr2H Polr2I Polr2J Polr2K Polr2L Polr3A Polr3B Polr3C Polr3D Polr3E Polr3F Polr3G Polr3H Polr3K PolrMT mkg-p,111.700603973
CG30016,111.348994977
Ance-3,111.314543653
Ance-3,111.314543653
Alg11,110.621287402
Alg11,110.621287402
Ass,109.340948758
Gart,108.063018078
CG5276 NTPase,106.2275708
hrm,106.2275708
Adi1,106.176227853
PIG-B,104.847443095
PIG-B,104.847443095
beg,103.891688352
ScpX didum,103.356880781
ScpX didum,103.356880781
CG9485,102.127515569
C1GalTA CG18558,100.998213556
CG6951,100.823751328
CG6330,99.0735987872
CG6330,99.0735987872
ACC,99.0547000609
ACC,99.0547000609
ACC,99.0547000609
Cmpk,98.2663390942
Gpdh1,98.0915020262
Gpdh1,98.0915020262
Mgat4a,97.1489840181
Mgat4a,97.1489840181
AdSS,97.0069954766
Akr1B,95.6300268728
Akr1B,95.6300268728
Akr1B,95.6300268728
Akr1B CG2767,95.6300268728
Akr1B,95.6300268728
Akr1B,95.6300268728
Akr1B CG2767,95.6300268728
Akr1B CG2767,95.6300268728
Akr1B CG2767,95.6300268728
Akr1B,95.6300268728
CG6126 CG4630,95.5248654529
CG6126,95.5248654529
CG6126 CG4459 CG4462 CG4465 CG4630 CG7458 SLC22A,95.5248654529
CG8891 dUTPase,95.3830555951
Gyg,95.224369249
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Bace CG5367 CG6337 Cp1 CtsB CtsF cathD,91.8602718361
Alp1 Alp5,91.8586886916
PIG-V,91.3751397107
PIG-V,91.3751397107
 Mtpβ yip2  Mtpβ,91.3329792622
Uros1,91.056261025
arg,90.6060126293
arg,90.6060126293
CG16965 Treh,88.9534534934
CG16965 Treh,88.9534534934
CG1307 CG6094,88.451811525
 Mal-A4 Mal-A5 Mal-A7 Mal-B2  sbm,85.9246606877
Mal-A4 Mal-A5 Mal-A7 Mal-B2 gb mnd,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2   gb mnd  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2  sbm,85.9246606877
 Mal-A4 Mal-A5 Mal-A7 Mal-B2  sbm,85.9246606877
Vmat,85.697952707
CG11159 β4GalNAcTA,85.6012954033
β4GalNAcTA,85.6012954033
Alg9,85.6012954033
Mgat1,85.6012954033
β4GalNAcTA,85.6012954033
β4GalNAcTA,85.6012954033
GlcAT-I,85.6012954033
CG14995 Pfk,84.2722633668
α4GT1,83.6766806342
α4GT1,83.6766806342
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,83.293202199
CG30036 CG30037 GalT1,79.8274510959
Gart,79.6778013477
ATPCL,79.4507921013
CG33298,78.7063284788
ATP8A CG33298,78.7063284788
Dhdds,77.9028363268
Coq2,77.9028363268
CG3434 Tgt,77.735737873
Alg12 Alg3,75.9782215577
sotv ttv,75.9782215577
 sotv ttv  botv ttv,75.9782215577
sotv ttv,75.9782215577
 sotv ttv  botv ttv,75.9782215577
sotv ttv,75.9782215577
 sotv ttv  botv ttv,75.9782215577
sotv ttv,75.9782215577
 sotv ttv  botv ttv,75.9782215577
CG1492,75.3010148242
Alg10,74.0536067886
Alg10 xit,74.0536067886
Pis,73.9183698108
Pis,73.9183698108
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
Pu,73.5473309213
SerRS,72.4984874669
botv,72.1289920194
Aldh7A1,71.9273940996
Aldh7A1,71.9273940996
Aldh7A1,71.9273940996
Aldh7A1,71.9273940996
Aldh7A1,71.9273940996
Chpf Chsy,70.2043772503
Chpf Chsy Csgalnact,70.2043772503
Chpf Chsy,70.2043772503
Chpf Chsy Csgalnact,70.2043772503
Chpf Chsy,70.2043772503
Chpf Chsy Csgalnact,70.2043772503
Chpf Chsy,70.2043772503
Chpf Chsy Csgalnact,70.2043772503
Sirt6,70.2043772503
Sirt6,70.2043772503
Chs2 kkv,70.2043772503
Chs2 kkv,70.2043772503
Gart,69.7180761792
Pfk,68.6768927181
Pfk,68.6768927181
Pfk,68.6768927181
Pfk,68.6768927181
Pfk,68.6768927181
CG11771,68.340837182
rt tw,68.2797624812
DhpD,68.147093199
CG1673,68.0764934446
CG1673,68.0764934446
CG1673,68.0764934446
CG1673,68.0764934446
CG1673,68.0764934446
CG1673,68.0764934446
CG11334,67.9586854294
GlcT,66.355147712
GlcT,66.355147712
CG1983,65.7403013159
β3GalTII,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
FucTA,64.4305329429
Ts,63.8801033678
TrpRS,63.2891413469
Gclc Gclm,62.8836823396
brn,62.5059181738
brn,62.5059181738
xit,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
brn,62.5059181738
PIG-Z,62.5059181738
PIG-Z,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
CG3253 brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
brn,62.5059181738
CG3841 CG4382 CG4757 Est-6 Est-P gas α-Est1 α-Est2 α-Est3 α-Est4 α-Est5 α-Est6 α-Est7 α-Est9,62.4276732406
gny,60.5813034046
se,60.0638786717
CG4752,60.0467366156
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
α-Man-Ia α-Man-Ib,59.5643815093
TBCB,59.2914212444
TBCB,59.2914212444
α-PheRS β-PheRS,58.6747049725
α4GT2,58.6566886355
α4GT2,58.6566886355
Mgat3,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG8673,58.6566886355
CG31381,58.6566886355
Eno,58.0210403246
Prx6005 Pxn,56.8405673421
CRMP,55.9965583239
CRMP,55.9965583239
AsnS,54.8486012108
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot Elo68β,54.6962355161
Baldspot Elo68β,54.6962355161
Baldspot Elo68β,54.6962355161
Baldspot Elo68β,54.6962355161
Baldspot Elo68β,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
Baldspot CG31522 Elo68β Elovl7,54.6962355161
w,54.2430019711
SiaT,52.8828443281
SiaT,52.8828443281
SiaT,52.8828443281
SiaT,52.8828443281
SiaT,52.8828443281
SiaT,52.8828443281
Csgalnact,52.8828443281
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG4301 CG9981,51.1850861576
CG1271 Gk1,51.0221195716
CG1271 Gk1,51.0221195716
CG30036,50.958229559
CG30036,50.958229559
CG30036,50.958229559
CG30036,50.958229559
CG30036,50.958229559
CG30036,50.958229559
Rpi,50.4855272288
Rpi,50.4855272288
β-Man,50.3363452205
CG7997,50.3363452205
CG7997,50.3363452205
CG9541,48.4411617998
CG9541,48.4411617998
CG9541,48.4411617998
CG10352 CG15739 CG2680,47.6053359639
colt,45.7845951454
colt,45.7845951454
colt,45.7845951454
colt,45.7845951454
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
CG17928 Cyt-b5-r,45.6957432557
Ent3,45.0692545307
Ent3,45.0692545307
CG6321 Kyat,42.4981005619
CG6321 Kyat,42.4981005619
CG6321 Kyat,42.4981005619
CG6321 Kyat,42.4981005619
CG6321 Kyat,42.4981005619
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
Desat1,42.4249103669
Desat1,42.4249103669
Desat1,42.4249103669
Desat1,42.4249103669
Desat1 Desat2,42.4249103669
Desat1 Desat2,42.4249103669
LysRS,42.3852972084
Pmvk,41.7605684651
Pmvk,41.7605684651
Eglp3,40.4823808105
CG9485,40.1798699386
CG9485,40.1798699386
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx Prx6005,40.0858187128
PHGPx,40.0858187128
PHGPx,40.0858187128
CG5355,40.0409984341
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Agpat1 Agpat3 Agpat4 oys puml,39.843501565
Coprox,38.8461208438
Abcd3,38.7532952941
Abcd3,38.7532952941
Abcd3,38.7532952941
Abcd3,38.7532952941
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4 mino,37.3680459064
Gpat4,37.3680459064
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
Cmpk,36.9481434994
